userName,score,at,content,Aspek_Audio_Fitur,Aspek_Performa_Sistem,Aspek_Harga_Layanan,Sentimen,clean_teks
Pengguna Google,4,2016-06-14 10:50:51,Emang tapi resolusi suaranya jernih dan bagus,1,0,0,1,emang resolusi suara jernih bagus
Pengguna Google,4,2016-06-13 17:03:02,Sip dah,0,0,0,1,sip dah
Pengguna Google,4,2016-06-12 23:04:19,Kualitas bagus,0,0,0,1,kualitas bagus
Pengguna Google,5,2016-06-12 16:34:54,"Coba lebih murah, heh",0,0,1,1,coba lebih murah heh
Pengguna Google,1,2016-06-12 16:20:47,Ngapain ad app apple di android,0,0,0,0,ngapain ad aplikasi apple android
Pengguna Google,5,2016-06-12 00:07:24,Lagu yenak tenan,1,1,0,1,lagu yenak tenan
Pengguna Google,4,2016-06-11 12:13:33,Coba,0,0,0,1,coba
Pengguna Google,5,2016-06-11 04:45:25,so fast,0,0,0,1,so fast
Pengguna Google,4,2016-06-11 01:45:14,Nice..,0,0,0,1,nice
Pengguna Google,2,2016-06-10 20:24:56,galao,0,0,0,0,galao
Pengguna Google,3,2016-06-08 04:53:46,free 3 month,0,0,1,1,free month
Pengguna Google,5,2016-06-07 23:36:57,Sahara,0,0,0,1,sahara
Pengguna Google,1,2016-06-07 11:14:32,Bosan.,0,0,0,0,bosan
Pengguna Google,5,2016-06-06 22:35:03,Dari pake iphone sama android lagu ya orisinil semua,1,1,0,1,pake iphone sama android lagu orisinil semua
Pengguna Google,1,2016-06-05 08:34:13,Susah sign,0,1,0,0,susah sign
Pengguna Google,5,2016-06-04 21:57:57,Keren nih,0,0,0,1,bagus nih
Pengguna Google,1,2016-06-03 15:59:44,Semoga cakep,0,0,0,0,moga cakep
Pengguna Google,3,2016-06-03 12:51:00,Coba,0,0,0,1,coba
Pengguna Google,3,2016-06-01 23:25:52,"Give 3 star, cause not automatically find the music in Path when I play the apple music. Maybe the apple team can be considered it. thanks ;)",0,0,0,1,give star cause not automatically find the music in path when i play the apple music maybe the apple team can be considered it thanks
Pengguna Google,1,2016-06-01 17:47:24,Kenapa harus bayar sih,0,0,1,0,harus bayar sih
Pengguna Google,1,2016-06-01 14:32:55,Duit mulu,1,0,0,0,duit mulu
Pengguna Google,5,2016-05-31 14:03:07,bagus banget....enk music nya bagus bagus lg..gampang amat,0,0,0,1,bagus bangetenk music nya bagus bagus lggampang
Pengguna Google,1,2016-05-29 15:19:08,Bentar bentar bayar. Klo gtu mending pihak dev nya ke sawah aja sana macul😑😅😄,0,0,1,0,bentar bentar bayar kalau gtu mending pihak dev nya sawah aja sana macul
Pengguna Google,4,2016-05-29 07:20:20,tiga bulan gratis dengar yeaa asik,0,0,1,1,tiga bulan gratis dengar yeaa asik
Pengguna Google,5,2016-05-28 23:08:57,Good apps,0,0,0,1,good apps
Pengguna Google,3,2016-05-28 18:59:05,Tiga dulu nnti klw bgs tmbh bintang,0,0,0,1,tiga dulu nnti klw bagus tmbh bintang
Pengguna Google,1,2016-05-28 11:14:50,"Jangan di download,nyesel pasti",0,0,0,0,jangan downloadnyesel
Pengguna Google,5,2016-05-27 11:00:13,Bagus sekali,0,0,0,1,bagus sekali
Pengguna Google,1,2016-05-27 01:52:39,Kenapa tak bisa di buka di Xiaomi redmi note 2,0,0,0,0,tak buka di xiaomi redmi note
Pengguna Google,1,2016-05-26 23:10:39,I hate this Aplikasi ASU!!!,0,1,0,0,i hate this aplikasi asu
Pengguna Google,5,2016-05-26 16:50:50,Suka,0,0,0,1,suka
Pengguna Google,5,2016-05-26 07:04:42,"Ane anti lagu bajakan, untung ada aplikasi download lagu ori.",1,1,0,1,ane anti lagu baja untung aplikasi download lagu ori
Pengguna Google,1,2016-05-25 21:06:12,"Daftar apple id harus pake kartu kredit,, harusnya bisa pake pulsa,, niat mau beli lagu original disini,, urung dah,,,  mending si ""melon""",1,1,0,0,daftar apple id pake kartu kredit harus pake pulsa niat mau beli lagu original sini urung dah mending si melon
Pengguna Google,1,2016-05-25 13:35:42,jngn download. tolng klo apa2 bayr jngn d taro app stor. mending klo bayr'y bsa d guna'n untk slamanya. in cma smpe 3bln doank.,0,0,0,0,jngn download tolng kalau apa bayr jngn d taro aplikasi stor mending kalau bayry bsa d gun untk slamanya in cma smpe bln doank
Pengguna Google,2,2016-05-25 10:48:05,Coba dulu....,0,0,0,0,coba dulu
Pengguna Google,1,2016-05-24 10:14:05,Keren,0,0,0,0,bagus
Pengguna Google,1,2016-05-24 08:07:15,Bayar pake pulsa donk entar binta nya naik jadi 5.,0,0,1,0,bayar pake pulsa donk entar binta nya naik jadi
Pengguna Google,1,2016-05-22 20:22:01,"Gak bisa dibukaaa😒 anjritt-""""",0,0,0,0,bisa dibukaaa anjritt
Pengguna Google,5,2016-05-22 15:25:41,Tolong dong bantuin gue :v cara upload lagu di itunes gimana ya 😂 apa hrus ngmng k pihak applenya?,1,1,0,1,dong bantuin gue v cara upload lagu itunes gimana apa hrus ngmng k pihak applenya
Pengguna Google,1,2016-05-22 11:59:40,Harus bayar. Mending pake joox,0,0,1,0,bayar mending pake joox
Pengguna Google,5,2016-05-22 00:21:23,Dota,0,0,0,1,dota
Pengguna Google,2,2016-05-22 00:08:06,"Tolong Tambahkan Fitur Pembayaran Melalui Pulsa juga, biar gak Ribet pake kartu Kredit!",1,0,1,0,tambah fitur bayar lalu pulsa biar ribet pake kartu kredit
Pengguna Google,5,2016-05-21 21:06:52,"Emang harus bayar kalo aplikasi ini, namanya juga aplikasi iphone.",0,1,1,1,emang bayar kalau aplikasi nama aplikasi iphone
Pengguna Google,5,2016-05-21 19:18:39,Buat Yang mau bikin apple I'd tapi gakbisa aku terima jasa pembuatan apple I'd buat apple music kalian langsung chat ya ke line aku @pdn6065v ( pake @ ) ayo wujudkan iTunes di HP Android kalian rugi kalau gak download,0,0,0,1,buat mau buat apple id gakbisa terima jasa buat apple id buat apple music kalian langsung chat ke line pake ayo wujud itunes hp android kalian rugi kalau download
Pengguna Google,5,2016-05-19 18:27:41,Good apps,0,0,0,1,good apps
Pengguna Google,1,2016-05-19 11:34:54,App apaan nih gk bisa di buka ngabisin kuota aja,0,0,0,0,aplikasi apa nih gk di buka ngabisin kuota aja
Pengguna Google,5,2016-05-19 10:55:44,Moga oke,0,0,0,1,moga oke
Pengguna Google,5,2016-05-18 14:28:37,Mirip iTunes iphone gw klo iTunes diiphone gw bisa gw kirim ke android malah lebih bagus tuh,0,0,0,1,mirip itunes iphone kalau itunes diiphone bisa kirim android malah lebih bagus tuh
Pengguna Google,1,2016-05-18 14:14:13,Harid,0,0,0,0,harid
Pengguna Google,5,2016-05-18 12:05:31,bagus,0,0,0,1,bagus
Pengguna Google,5,2016-05-18 01:44:53,aq sukaaa mantaaapp,0,0,0,1,aq sukaaa mantaaapp
Pengguna Google,5,2016-05-17 22:52:40,tapi kagak bisa di donwload,0,0,0,1,kagak di donwload
Pengguna Google,5,2016-05-17 11:38:04,Sangat membantu dlm memilih lagu yg diinginkan,1,1,0,1,sangat bantu dlm pilih lagu yg ingin
Pengguna Google,1,2016-05-16 15:17:51,Pada Saat Saya Mau Buka Aplikasi Nya Langsung Tidak Bisa Terbuka....,0,1,1,0,saat mau buka aplikasi nya langsung bisa buka
Pengguna Google,4,2016-05-15 22:21:57,i like it ...,0,0,0,1,i like it
Pengguna Google,1,2016-05-15 22:20:05,aplikasi parah,0,1,0,0,aplikasi jelek
Pengguna Google,4,2016-05-13 02:01:02,apdet iphone5,0,0,0,1,apdet iphone
Pengguna Google,1,2016-05-12 20:38:25,Aplikasi anjiiiiiiiiiiiiiiiiing🐶🐶🐶🐶💩 huuuuuuuu ngk bisa trbuka. Nyesel download habis habisin kuota 😝😝😝😝😝😝😝😝😝😝👅👅👅👎,0,1,1,0,aplikasi anjiiiiiiiiiiiiiiiiing huuuuuuuu ngk trbuka nyesel download habis habisin kuota
Pengguna Google,1,2016-05-12 07:28:29,kok gk bisa sih cuma ada gambar mbak mbak sama tulisan Apple musik aja,1,0,0,0,kok gk sih cuma gambar mbak mbak sama tulis apple musik aja
Pengguna Google,1,2016-05-11 16:28:03,Males krna berbyr,0,0,1,0,males krna berbyr
Pengguna Google,1,2016-05-11 16:09:35,anjing,0,0,0,0,anjing
Pengguna Google,4,2016-05-11 10:52:28,Wow keeen,0,0,0,1,wow keeen
Pengguna Google,5,2016-05-11 00:15:04,Mengaransemen yang kau nyanyikan.,0,0,0,1,aransemen kau nyanyi
Pengguna Google,5,2016-05-10 08:03:47,Itu saat mainkan lagu apa bayar lagi?? Bantu jawab,1,1,1,1,saat main lagu apa bayar bantu jawab
Pengguna Google,3,2016-05-09 13:57:36,Bagus bgt,0,0,0,1,bagus banget
Pengguna Google,1,2016-05-08 23:41:11,"You only wanna our money, your product not brilliant and bad company",0,0,0,0,you only wanna our money your product not brilliant and bad company
Pengguna Google,1,2016-05-08 12:43:59,Amazing,0,0,0,0,amazing
Pengguna Google,1,2016-05-08 10:29:40,Cara daftar nya kayak apa,0,0,0,0,cara daftar nya kayak apa
Pengguna Google,5,2016-05-07 18:16:27,Bagus apps nya yang lebih bagus lagi baik d hapus,0,1,0,1,bagus apps nya lebih bagus baik d hapus
Pengguna Google,5,2016-05-07 18:00:32,Jelek,0,0,0,1,jelek
Pengguna Google,5,2016-05-07 11:54:09,Aku udah make 5 bulan bagus banget pokoknya perfect deh,0,0,1,1,sudah make bulan bagus banget pokok perfect deh
Pengguna Google,1,2016-05-07 06:57:23,Saya sudah sing up masa gak bisa si,0,0,0,0,sudah sing up masa bisa si
Pengguna Google,5,2016-05-05 21:21:28,Ntablah,0,0,0,1,ntablah
Pengguna Google,3,2016-05-05 13:48:07,Kalau bagus ntar tak tambahin lagi bintangnya,0,1,0,1,kalau bagus ntar tak tambahin bintang
Pengguna Google,5,2016-05-05 13:15:17,Tap,0,0,0,1,tap
Pengguna Google,1,2016-05-05 09:02:15,Apaan sihh inii,0,0,0,0,apa sihh ini
Pengguna Google,5,2016-05-05 08:25:59,Top,0,0,0,1,top
Pengguna Google,3,2016-05-04 21:38:23,Kalian tuh bisa bikin apple ID free tanpa itunes keles... Jangan berpikiran Negatif seharusnya kalian itu berusaha cari2 ke goggle... Iya bener kalian harus bayar buat apple music tapi di ios dan android gratis dulu 3month nanti masa berlakunya kalian akan bayar mau yang single atau family kalau family perbulan gau kalau yang single mungkin mingguan kali...😜,0,0,1,0,kalian tuh buat apple id free itunes les jangan pikir negatif kalian usaha cari goggle iya bener kalian bayar buat apple music di ios android gratis dulu month masa laku kalian bayar mau single family kalau family bulan gau kalau single mungkin minggu kali
Pengguna Google,5,2016-05-04 11:51:56,I LIKE THIS(sweetshirt) BY:@JACOBSARTORIU,0,0,0,1,i like thissweetshirt by
Pengguna Google,5,2016-05-04 09:47:10,Hoky bgt,0,0,0,1,hoky banget
Pengguna Google,5,2016-05-04 07:49:28,Everything Is Good,0,0,0,1,everything is good
Pengguna Google,5,2016-05-03 22:31:40,Bintang ..bintang,0,0,0,1,bintang bintang
Pengguna Google,3,2016-05-02 12:21:06,Untuk veresinya lawas,0,0,0,1,veresinya lawas
Pengguna Google,5,2016-05-02 00:20:16,Musik,1,0,0,1,musik
Pengguna Google,1,2016-05-01 15:10:29,Benci ama ini game masa harus bayar sih,0,0,1,0,benci ama game masa bayar sih
Pengguna Google,1,2016-04-30 15:58:09,Bayar.,0,0,1,0,bayar
Pengguna Google,5,2016-04-30 13:18:37,Kereeent,0,0,0,1,kereeent
Pengguna Google,5,2016-04-29 23:38:22,Good,0,0,0,1,good
Pengguna Google,5,2016-04-29 14:54:14,semoga bisa ke buka Amiinn😊,0,0,0,1,moga ke buka amiinn
Pengguna Google,1,2016-04-29 10:36:31,Mantap,0,0,0,0,bagus
Pengguna Google,2,2016-04-29 07:43:58,Masih bagusan jook,0,0,0,0,bagus jook
Pengguna Google,5,2016-04-29 02:36:37,cool,0,0,0,1,cool
Pengguna Google,5,2016-04-29 02:31:26,Sah sombongg omongan yee,0,0,0,1,sah sombongg omong yee
Pengguna Google,1,2016-04-28 22:02:53,"masih bedah jauh sama yg aslinya,!",0,0,0,0,bedah jauh sama yg asli
Pengguna Google,1,2016-04-28 20:40:01,Dammit!! Wajib bgt pake kartu kredit!! Bisa pake pulsa aja ngga??,0,0,0,0,dammit wajib banget pake kartu kredit pake pulsa aja ngga
Pengguna Google,5,2016-04-28 18:29:22,Kalian pasti ingin juga pasang,0,0,0,1,kalian ingin pasang
Pengguna Google,5,2016-04-27 22:48:53,Yang bilang kaum miskin siapa ya?? Emang anda punya Iphone 7?? Kalau anda mampu beli Iphone 7 ya harganya paling tinggi 25 juta,0,0,1,1,bilang kaum miskin siapa emang punya iphone kalau mampu beli iphone harga paling tinggi juta
Pengguna Google,5,2016-04-26 18:29:37,"Yang namanya product apple, pasti berbayar dan berkualitas. Kalo mau lagu gratis, noh banyak di website"". Gratisan muluk mau lo",1,1,1,1,nama product apple bayar kualitas kalau mau lagu gratis noh banyak website gratis muluk mau lo
Pengguna Google,5,2016-04-26 00:20:17,"Pilah lagu,penyanyi terbaru hingga makin bagus",1,1,1,1,pilah lagupenyanyi baru hingga makin bagus
Pengguna Google,4,2016-04-25 10:46:23,Apakah di app ini kita bisa beli lagu atau full album dr musisi yg kita suka sama seperti di iOS?.. lalu opsi pembayarannya melalui apa aja?,1,1,1,1,di aplikasi beli lagu full album dr musisi yg kita suka sama di ios lalu opsi bayar lalu apa aja
Pengguna Google,5,2016-04-24 17:45:31,Sombong hoo,0,0,0,1,sombong hoo
Pengguna Google,1,2016-04-24 10:16:09,APP NYA GAK BISA DI BUKA!!,0,0,0,0,aplikasi nya bisa buka
Pengguna Google,5,2016-04-24 10:13:37,"Tpi para kalian yang miskin gausah download karena ini hanya untuk para pengguna kaum atas yang hpnya dua Apple dan Android,  so gausah download jika gak punya uang",0,0,1,1,tpi kalian miskin gausah download ini untuk guna kaum atas hpnya apple android so gausah download tidak punya uang
Pengguna Google,4,2016-04-23 15:33:55,I love this app,0,0,0,1,i love this aplikasi
Pengguna Google,1,2016-04-23 02:31:11,"Aku kasih bintang1 aja,, soalnya lebih bagus sony music... hehe",0,0,0,0,kasih bintang aja soal lebih bagus sony music hehe
Pengguna Google,5,2016-04-22 06:41:32,Jaga omongan !!!,0,0,0,1,jaga omong
Pengguna Google,1,2016-04-21 13:37:01,Gak cocok di Android,0,0,0,0,cocok android
Pengguna Google,4,2016-04-20 22:37:18,Bagus,0,0,0,1,bagus
Pengguna Google,5,2016-04-20 20:55:48,Ini app untuk horang kayaaa,0,0,0,1,aplikasi horang kayaaa
Pengguna Google,5,2016-04-20 13:01:27,Bagus,0,0,0,1,bagus
Pengguna Google,1,2016-04-20 11:49:24,BAD,0,0,0,0,bad
Pengguna Google,1,2016-04-19 21:05:02,Gak masalah pake kartu kreditnya. Gak masalah bayarnya. Tapi daftarnya itu bikin bingung.,0,0,1,0,masalah pake kartu kredit masalah bayar daftar buat bingung
Pengguna Google,4,2016-04-19 07:01:54,Miskin matamu kuwi !,0,0,0,1,miskin mata kuwi
Pengguna Google,5,2016-04-18 22:31:57,"Aku suka! Sikron di akun apple ku, jika bisa bawa itunes ke android aku akan lebih berterima kasih",0,0,0,1,suka sikron akun apple ku bisa bawa itunes android akan lebih terima kasih
Pengguna Google,1,2016-04-18 22:17:16,Masih saja bayar,0,0,1,0,saja bayar
Pengguna Google,5,2016-04-18 22:13:47,Nice,0,0,0,1,nice
Pengguna Google,1,2016-04-18 20:44:36,Cupu ini punya😠😠,0,0,0,0,cupu punya
Pengguna Google,5,2016-04-18 17:20:43,Amazing...this song...I love it,1,0,0,1,amazingthis songi love it
Pengguna Google,5,2016-04-17 23:18:39,Top,0,0,0,1,top
Pengguna Google,3,2016-04-17 21:07:25,Edan bgt,0,0,0,1,edan banget
Pengguna Google,1,2016-04-17 12:08:49,Blenakan,0,0,0,0,blenakan
Pengguna Google,5,2016-04-17 10:22:46,"Keren kok aplikasi nya kualitas nya juga bagus ,, wajar lah kalo harus bayarr :)",0,1,1,1,bagus kok aplikasi nya kualitas nya bagus wajar lah kalau bayarr
Pengguna Google,5,2016-04-17 03:25:13,Suka,0,0,0,1,suka
Pengguna Google,1,2016-04-16 18:27:35,Mesti bayar uuuu payah,0,0,1,0,mesti bayar uuuu payah
Pengguna Google,5,2016-04-16 11:28:19,Applikasi keren terupdate dan music nya gak pecah. Kalo kalian mau gratis download aja di web jgn caci applikasi yg bukan buat org2 gak modal,0,0,1,1,applikasi bagus terupdate music nya pecah kalau kalian mau gratis download aja web jgn caci applikasi yg bukan buat org modal
Pengguna Google,5,2016-04-15 09:11:19,Aplikasi ini hanya untuk orang kaya,0,1,0,1,aplikasi hanya orang kaya
Pengguna Google,5,2016-04-14 04:03:53,Sip,0,0,0,1,sip
Pengguna Google,1,2016-04-14 02:12:26,"I try to log in with my Apple ID that I ever used but wrong password. Then I wanted to set new password but took a very slow loading. And it never went in. I dont know why this is happened, maybe because of the beta version?",0,1,0,0,i try to log in with my apple id that i ever used but wrong password then i wanted to set new password but took a very slow loading and it never went in i dont know why this is happened maybe because of the beta version
Pengguna Google,4,2016-04-12 18:29:37,Ribet :v,0,0,0,1,ribet v
Pengguna Google,5,2016-04-12 08:52:44,Top banget,0,0,0,1,top banget
Pengguna Google,1,2016-04-12 08:24:04,Jelek,0,0,0,0,jelek
Pengguna Google,5,2016-04-11 22:06:00,Mantap 👍,0,0,0,1,bagus
Pengguna Google,3,2016-04-11 19:30:05,Baguuss sii tpi download nya susah bangett😂,0,1,0,0,baguuss sii tpi download nya susah bangett
Pengguna Google,1,2016-04-11 03:10:15,Ora apek blas broo,0,0,0,0,ora apek blas broo
Pengguna Google,5,2016-04-10 08:05:33,aplikasi ini bukan untuk kalian para kaum miskin yang sukanya gratisin mulu,0,1,1,1,aplikasi bukan kalian kaum miskin suka gratisin mulu
Pengguna Google,5,2016-04-09 22:48:52,Test dulu,0,0,0,1,test dulu
Pengguna Google,1,2016-04-09 22:05:11,Jangan Download kalo beta cuyyy,0,0,0,0,jangan download kalau beta cuyyy
Pengguna Google,5,2016-04-09 17:14:35,Untuk mencari lagu lagu,1,1,0,1,cari lagu lagu
Pengguna Google,5,2016-04-09 13:51:46,Mantap cuy kalau kaga download nyesel deh,0,0,0,1,bagus cuy kalau kaga download nyesel deh
Pengguna Google,5,2016-04-08 23:13:23,Fiona joy  blue  dream,0,0,0,1,fiona joy blue dream
Pengguna Google,2,2016-04-08 19:01:50,Masalah bayar sih gpp ya. Tapi kenapa musti ada kode kodean trus pke kartu kredit? Hemmm😑,0,0,1,0,masalah bayar sih gpp tapi musti kode kode trus pke kartu kredit hemmm
Pengguna Google,3,2016-04-08 18:38:53,Kasih 3 bintang dulu deh,0,0,0,1,kasih bintang dulu deh
Pengguna Google,5,2016-04-08 18:08:52,"This application is a paid because they do not support piracy. So grow up, respect people’s work.",0,0,0,1,this application is a paid because they do not support piracy so grow up respect people s work
Pengguna Google,2,2016-04-08 17:36:20,Mendingan download joox,0,0,0,0,mending download joox
Pengguna Google,5,2016-04-08 16:08:38,I like,0,0,0,1,i like
Pengguna Google,5,2016-04-08 03:19:05,Wajarlah bayar ..Apple gak mendukung bajakan .. Hargai karya orang hhhahha,0,0,1,1,wajar bayar apple dukung baja harga karya orang hhhahha
Pengguna Google,3,2016-04-07 21:44:29,Haruskah aku download ini app cuma biar bisa nonton mv New Romantics?😭😭😭,0,0,0,1,harus download aplikasi cuma biar nonton mv new romantics
Pengguna Google,2,2016-04-07 21:29:51,"Tambahkan ""Play Offline Music"" baru bagus.",0,0,0,0,tambah play offline music baru bagus
Pengguna Google,5,2016-04-07 06:40:05,Bagus bgt,0,0,0,1,bagus banget
Pengguna Google,2,2016-04-07 02:49:58,Best,0,0,0,0,best
Pengguna Google,1,2016-04-05 23:05:34,"Apaan nihhh!!! Baru download kaga bisa d buka, mana langsung makan data 200 MB lagi",0,1,0,0,apa nihhh baru download kaga d buka mana langsung makan data mb
Pengguna Google,5,2016-04-04 07:57:54,Keren,0,0,0,1,bagus
Pengguna Google,1,2016-04-03 22:54:32,I already have an iPhone in which I purchased songs from iTunes. Why can't I play it here??,1,0,0,0,i already have an iphone in which i purchased songs from itunes why cant i play it here
Pengguna Google,1,2016-04-03 14:35:04,"Tambahkan metode pembayaran , Selain kartu kredit kalau bisa lewat pulsa ,",0,0,1,0,tambah metode bayar kartu kredit kalau lewat pulsa
Pengguna Google,1,2016-04-03 12:08:36,Bad,0,0,0,0,bad
Pengguna Google,5,2016-04-03 08:43:09,Go to full version please... i will give you 5. I can't watch the 1989 world tour by Taylor Swift.  I'm swiftie and i so sad 😢,0,0,0,1,go to full version please i will give you i cant watch the world tour by taylor swift im swiftie and i so sad
Pengguna Google,1,2016-04-03 07:49:25,Knapa kok bayar walopun online? 😠,0,0,1,0,knapa kok bayar walopun online
Pengguna Google,5,2016-04-02 00:27:27,"Muak liat ulasan dari orang indo. Disuruh bayar malah bilang ""JELEK"". Dasar mental korup.",0,0,1,1,muak liat ulas orang indo suruh bayar malah bilang jelek dasar mental korup
Pengguna Google,5,2016-04-02 00:14:31,Kenapa gw suka iphone karna gw suka music original. Karna google play music indo gak support.,0,0,0,1,saya suka iphone saya suka music original google play music indo support
Pengguna Google,3,2016-04-01 19:08:21,Blm tauuuu,0,0,0,1,blm tauuuu
Pengguna Google,4,2016-04-01 09:41:25,I like it,0,0,0,1,i like it
Pengguna Google,5,2016-03-31 22:04:12,"belum apa2 udah minta kartu kredit, dalemnya aja blum tau, jd males",0,0,0,1,apa minta kartu kredit dalem aja blum tau jadi males
Pengguna Google,5,2016-03-31 20:04:59,Top Paid App,0,0,0,1,top paid aplikasi
Pengguna Google,1,2016-03-31 04:50:20,Don't download this app,0,0,0,0,dont download this aplikasi
Pengguna Google,5,2016-03-31 02:33:22,"yang nge-judge palingan orang yg nggak pernah beli cd original, makanya, ngaku nya gaul, tapi sukanya yang KWan -_-",0,0,0,1,ngejudge paling orang yg pernah beli cd original makanya ngaku nya gaul suka kwan
Pengguna Google,1,2016-03-30 18:14:49,Belum apa-apa udah minta data kartu kredit sm kode voucher itunes gw tuh baru daftar woi gw bahkan belum tau dalemnya kaya gimana biarin orang nyoba dulu baru isi gituan gw aja kaga tau dalemnya kaya beli kucing dalam karung lagian gak semua orang punya kartu kredit dan bisa dapetin kode voucher itunes COPOT PEMASANGAN,0,1,0,0,apaapa minta data kartu kredit sm kode voucher itunes tuh baru daftar woi bahkan tau dalem kaya gimana biarin orang nyoba dulu baru isi gituan aja kaga tau dalem kaya beli kucing karung lagi semua orang punya kartu kredit bisa dapetin kode voucher itunes copot pasang
Pengguna Google,3,2016-03-30 15:53:16,is the best,0,0,0,1,is the best
Pengguna Google,1,2016-03-30 10:50:24,Bad apps ever,0,0,0,0,bad apps ever
Pengguna Google,1,2016-03-30 08:34:31,Gak tau,0,0,0,0,tau
Pengguna Google,1,2016-03-29 10:20:48,Aplikasi Mata Duitan (Jangan di Download) mending buat beli BERAS (Kenyang),1,1,0,0,aplikasi mata duit jangan download mending buat beli beras kenyang
Pengguna Google,5,2016-03-28 23:25:41,Gampang iphone 🔛 android,0,0,0,1,gampang iphone android
Pengguna Google,1,2016-03-28 21:25:50,Sundelllllllllllll ....  apple music bajngan,0,0,0,0,sundelllllllllllll apple music bajngan
Pengguna Google,1,2016-03-28 15:06:49,Uninstal saja!!!,0,0,0,0,uninstal
Pengguna Google,1,2016-03-28 00:30:11,"Utk ios tp d android,mending bisa di pakai, tidak..",0,0,0,0,utk ios d androidmending di pakai
Pengguna Google,5,2016-03-27 23:21:06,Gue bisa pasang FREEEE,0,0,1,1,gue pasang freeee
Pengguna Google,1,2016-03-27 22:50:23,very bad!!,0,0,0,0,very bad
Pengguna Google,1,2016-03-27 21:46:25,Jelek,0,0,0,0,jelek
Pengguna Google,5,2016-03-27 16:37:37,Keren,0,0,0,1,bagus
Pengguna Google,2,2016-03-27 10:42:49,"Loading nya lama (pake samsung a5 2016 ,connection 4g)",0,1,0,0,loading nya lama pake samsung a connection g
Pengguna Google,3,2016-03-27 10:07:08,Baru mau coba,0,0,0,1,baru mau coba
Pengguna Google,3,2016-03-25 16:23:49,Taylor swift,0,0,0,1,taylor swift
Pengguna Google,1,2016-03-25 10:46:11,Kasih Jari Tengah 3x...,0,0,0,0,kasih jari tengah x
Pengguna Google,1,2016-03-24 17:54:53,"lemot amat coeg, mentang2 masih beta tapi lama amat yah coeg versi rilisnya..",0,1,0,0,lambat coeg mentang beta lama yah coeg versi rilis
Pengguna Google,1,2016-03-24 16:19:38,"Ternyata benar kata orang hrus ada kartu kridit ,percuma ane habis"" kuota dasar aplikasi kampungan..",0,1,0,0,nyata benar kata orang hrus kartu kridit percuma ane habis kuota dasar aplikasi kampung
Pengguna Google,1,2016-03-24 08:43:01,mau sign in eh butuh kartu kredit 👎,0,0,0,0,mau sign in eh butuh kartu kredit
Pengguna Google,5,2016-03-23 22:14:49,Tidak mengecewakan. Good.,0,0,0,1,kecewa good
Pengguna Google,5,2016-03-23 11:15:58,Sing semule,0,0,0,1,sing semule
Pengguna Google,2,2016-03-23 07:59:34,masih terlalu mahal untuk orang Indonesia,0,0,1,0,terlalu mahal orang indonesia
Pengguna Google,5,2016-03-22 22:25:37,"Meski beta, saya suka :v",0,0,0,1,meski beta suka v
Pengguna Google,2,2016-03-22 14:39:09,"Kok keluar2 trs ya ;((((( klo pake zen5 emang gini ya? apa aku doang yg gini:""",0,0,0,0,kok keluar trs kalau pake zen emang gin apa doang yg gin
Pengguna Google,1,2016-03-21 15:33:32,Jadi ini produk apple,0,0,0,0,jadi produk apple
Pengguna Google,1,2016-03-21 14:54:18,Sayang nya harus menggunakan kartu kredit,0,0,0,0,sayang nya guna kartu kredit
Pengguna Google,4,2016-03-21 13:46:25,Keren juga,0,0,0,1,bagus
Pengguna Google,5,2016-03-21 13:05:59,"Ya iyalah . masa mau dengar lagu premium , original mau gratis . kelaut aja sana . atau buat lagu sendiri aja gitu.",1,1,1,1,iya masa mau dengar lagu premium original mau gratis laut aja sana buat lagu sendiri aja gitu
Pengguna Google,5,2016-03-20 17:20:35,Memudahkan untuk mencari sekaligua dengerin music,0,0,0,1,mudah cari sekaligua dengar music
Pengguna Google,1,2016-03-20 10:51:50,Mau nyoba aja harus punya kartu kredit segalaa... Ogahhh...,0,0,0,0,mau nyoba aja punya kartu kredit segalaa ogahhh
Pengguna Google,5,2016-03-20 09:33:11,Amazing,0,0,0,1,amazing
Pengguna Google,5,2016-03-19 18:16:24,ajdnnszn,0,0,0,1,ajdnnszn
Pengguna Google,1,2016-03-18 21:31:45,"Harus bayar baru dpt trial nya, bukan trial nama nya tuh itu ma sm sj langganan  dasar aplikasih sampah",0,1,1,0,bayar baru dpt trial nya bukan trial nama nya tuh ma sm sj langgan dasar aplikasih sampah
Pengguna Google,1,2016-03-18 18:30:56,Bagusan juga JOOX,0,0,0,0,bagus joox
Pengguna Google,1,2016-03-17 19:50:11,Lebih bagus lagi kalo ada sign in yg bisa lewat facebook..,0,1,0,0,lebih bagus kalau sign in yg lewat facebook
Pengguna Google,1,2016-03-17 09:52:45,Ga bisa di buka kesel,0,0,0,0,bisa buka kesel
Pengguna Google,4,2016-03-16 19:35:37,Mantaap laow,0,0,0,1,mantaap laow
Pengguna Google,5,2016-03-16 01:52:47,Musik,1,0,0,1,musik
Pengguna Google,1,2016-03-15 23:54:32,T bisa d donloat,0,0,0,0,t d donloat
Pengguna Google,5,2016-03-15 22:59:42,Coba dl baru coment,0,0,0,1,coba dl baru coment
Pengguna Google,5,2016-03-15 22:54:18,Bagus bener,0,0,0,1,bagus bener
Pengguna Google,5,2016-03-14 07:03:52,So good,0,0,0,1,so good
