userName,score,at,content
Pengguna Google,5,2017-03-24 20:42:51,Mantap apple music the best..  ...
Pengguna Google,5,2017-03-24 09:51:37,"Keren! Yg blm pernah pakai Apple jgn install ya, komentarnya nyampah.. 😁😁"
Pengguna Google,5,2017-03-22 18:06:52,Aku bisa denger lagu
Pengguna Google,5,2017-03-22 18:06:45,Aku bisa denger lagu third😃😃😃😃😃😃
Pengguna Google,5,2017-03-21 21:14:30,Good
Pengguna Google,5,2017-03-21 20:32:48,Bagus
Pengguna Google,4,2017-03-21 07:18:39,Good application
Pengguna Google,4,2017-03-20 20:00:46,Di
Pengguna Google,5,2017-03-20 12:20:38,Suka
Pengguna Google,5,2017-03-19 22:25:38,WHAT I DON'T NOW
Pengguna Google,1,2017-03-19 15:21:13,Ribet... jangan di download!!! Buang waktu
Pengguna Google,3,2017-03-19 04:29:21,Lumayan
Pengguna Google,1,2017-03-18 22:01:23,"Akhirya ku copot juga, aplikasi gak ada untungnya, dipersulit sbagaimana bikin SIM C"
Pengguna Google,1,2017-03-17 22:43:48,Jelek banget aplikasinya gauda donlod
Pengguna Google,5,2017-03-17 11:07:59,Bagus
Pengguna Google,5,2017-03-17 04:42:00,Cobalah
Pengguna Google,5,2017-03-17 02:33:56,Nice
Pengguna Google,5,2017-03-16 22:51:09,Mbayar cok tok
Pengguna Google,4,2017-03-15 20:55:56,"Good sound quality, but still need more improvement on app performance. Laggy on my phone"
Pengguna Google,5,2017-03-15 19:56:54,skali
Pengguna Google,1,2017-03-15 03:59:16,"Intinya lu kalo mau denger musik jangan pake aplikasi ini, buat bikin akun aja dipersulit, lebih sulit dari masuk PNS, download deezer atau spotify lebih bagus"
Pengguna Google,3,2017-03-13 21:17:36,G ngerti kok harus bayar per bulan sih..?
Pengguna Google,4,2017-03-13 10:42:20,Mantap
Pengguna Google,5,2017-03-13 02:59:49,Keren Banget
Pengguna Google,3,2017-03-12 22:45:04,Tar deh lo bgus qu tambah lg bintang nya
Pengguna Google,1,2017-03-11 10:45:54,"Metode bayar nya bisa pake pulsa or transfer, please suport!"
Pengguna Google,5,2017-03-10 13:48:07,Bagusss😃😃
Pengguna Google,4,2017-03-09 18:41:46,YEs
Pengguna Google,5,2017-03-09 11:17:33,Okey
Pengguna Google,4,2017-03-08 22:13:57,Coba dulu
Pengguna Google,1,2017-03-08 18:39:04,Sucks crash everytime
Pengguna Google,5,2017-03-08 14:11:16,Bagus
Pengguna Google,5,2017-03-08 11:57:51,Nice
Pengguna Google,5,2017-03-07 05:44:15,Siippp
Pengguna Google,4,2017-03-06 00:52:46,Good Luck
Pengguna Google,5,2017-03-04 16:54:08,God
Pengguna Google,5,2017-03-03 11:31:35,Ok
Pengguna Google,5,2017-03-03 00:43:11,Ini yg ditunggu
Pengguna Google,5,2017-03-02 17:43:00,Bisa Download The Walking Dead Season 3 Nih  Release : 23 Des 2016 iTunes Memang Bisa!
Pengguna Google,5,2017-03-01 16:44:14,good
Pengguna Google,1,2017-02-28 13:40:20,"Itunes should provide another payment like spotify...if you don't do like that,,how am i suppose to buy the song on itunes,i don't even have credit card like master card or visa...i can buy premium account in spotify tho.."
Pengguna Google,5,2017-02-28 12:37:34,Yakin bisa dengar semua lagu yg kita suka???
Pengguna Google,5,2017-02-26 16:35:42,It stuck or stoped when i want to chose my fav genre. Please fix it fast
Pengguna Google,5,2017-02-26 09:30:13,Bagus
Pengguna Google,4,2017-02-26 08:06:26,Thiago Silva not amazingf
Pengguna Google,5,2017-02-25 21:44:13,Cara masuk akunnya gimana??  Ada yg bisa bantu jawab?
Pengguna Google,5,2017-02-25 16:56:46,I love app3
Pengguna Google,5,2017-02-25 00:36:29,Simple
Pengguna Google,5,2017-02-24 08:28:46,Coba dulu
Pengguna Google,3,2017-02-21 12:23:39,Opsi pembayaran pake pulsa ya...agar memudahkan semua pengguna
Pengguna Google,5,2017-02-19 23:44:52,"Bagussssssss,........"
Pengguna Google,5,2017-02-16 19:48:03,Mau cbaa
Pengguna Google,5,2017-02-16 19:26:59,Ok
Pengguna Google,1,2017-02-13 18:14:00,Untuk orang berduit..
Pengguna Google,5,2017-02-12 21:16:21,Aplikasi Taik Anjing Setan Babi Bayar Mahal Penipu Laknat Setan lagi anjing lagi babi lagi Taik Taik Taik !!!
Pengguna Google,2,2017-02-11 21:46:11,Kalo bisa jangan bayar pake kartu aku mau nya bayar pake pulsa karna gak semua orang bisa bayar pake kartu
Pengguna Google,5,2017-02-09 16:41:49,Yang ga punya kartu kredit bisa chat ke line @rje2238x ya 😘 bisa pakai jasa kita. Thanks 😻
Pengguna Google,5,2017-02-09 09:50:30,Baik sekali
Pengguna Google,5,2017-02-09 04:00:42,Ok
Pengguna Google,3,2017-02-08 19:42:18,Offline atau online
Pengguna Google,1,2017-02-08 14:21:24,"This app is an absolute rubbish, utter dung beetle is a lot better than this one, you better off downloading spotify deezer"
Pengguna Google,3,2017-02-08 00:39:12,mau coba dulu
Pengguna Google,5,2017-02-07 04:28:40,Baik
Pengguna Google,4,2017-01-30 16:41:05,Baguskan
Pengguna Google,5,2017-01-30 10:10:05,good apps
Pengguna Google,5,2017-01-28 09:38:32,Good
Pengguna Google,1,2017-01-28 08:43:25,Download lelet
Pengguna Google,5,2017-01-27 16:30:16,Good
Pengguna Google,5,2017-01-26 20:29:16,cuaca ini susah ya koh aplikasi itu koh gk bisa buka cuaca
Pengguna Google,1,2017-01-26 20:21:11,buat bayar susah
Pengguna Google,5,2017-01-25 18:15:09,Mantap
Pengguna Google,5,2017-01-24 14:57:07,Thanks You
Pengguna Google,1,2017-01-22 21:20:11,Mau denger musik aja ribet banget. Mending kalo lengkap muaik nya. Masih bagus joox kemanamana
Pengguna Google,5,2017-01-19 14:22:14,Godd musicvcc
Pengguna Google,5,2017-01-18 09:45:16,Hd llah tp cara. Nyimpen musicnya gmna gays
Pengguna Google,5,2017-01-15 13:45:12,ok
Pengguna Google,5,2017-01-15 05:34:07,Seneng Download Aplikasi Ini
Pengguna Google,5,2017-01-14 19:54:48,Bagus
Pengguna Google,1,2017-01-14 17:58:30,"Udah download lama,, pas buka malah suruh bayar"
Pengguna Google,3,2017-01-14 13:18:32,Lumayan
Pengguna Google,2,2017-01-13 16:35:27,Cara daftarnya y ap... bantuin....
Pengguna Google,3,2017-01-13 14:16:14,"Tidak pake kartu kredit, hp ku samsung j1 aja bisa download gk pake kredit,   hp kalian yg jadul"
Pengguna Google,3,2017-01-13 13:22:23,Lumayan kayak nya sihhh
Pengguna Google,1,2017-01-10 19:17:14,Aplikasi Taik 😑
Pengguna Google,3,2017-01-08 21:46:41,"Ini bisa buat muter lagu biasa gak? Maksutnya lagu2 yg ada di hp, apa khusus buat lagu yg di donlod dr itune jg? Kl bisa gmn caranya yah?"
Pengguna Google,5,2017-01-07 23:55:15,ITB
Pengguna Google,4,2017-01-07 00:43:49,This is good for my phone My phone is iPhone 7 but s old for downloading
Pengguna Google,3,2017-01-06 06:52:30,"Please fix, on my device intel processor (asus zenfone 2) still not stable and slow respon to played music."
Pengguna Google,1,2017-01-06 00:37:32,does not work
Pengguna Google,5,2017-01-02 08:09:49,Nice. Ty.
Pengguna Google,1,2017-01-01 22:53:02,Bad
Pengguna Google,1,2017-01-01 08:29:43,Benci aku nengoknya lama kali loadingnya download lagu lama nunggu berapa jam Mangaku komentar gini nggak enak pendiamnya ini apa aku suka musik tapi musik kayak gimana keren tidak keren kali pun
Pengguna Google,5,2016-12-29 14:03:43,"Abc,,"
Pengguna Google,3,2016-12-27 00:46:54,Like
Pengguna Google,5,2016-12-26 20:54:56,Ada lagu marshmallow kh
Pengguna Google,4,2016-12-26 13:35:02,Bagus gak sih ini
Pengguna Google,4,2016-12-25 22:14:33,Oke langsung
Pengguna Google,5,2016-12-24 22:37:48,Good
Pengguna Google,5,2016-12-24 00:15:03,Keren
Pengguna Google,5,2016-12-23 18:43:02,Cute
Pengguna Google,1,2016-12-21 12:36:20,Byrnya pkai pulsa pliss
Pengguna Google,4,2016-12-19 18:52:19,I like
Pengguna Google,5,2016-12-18 20:29:26,"Yappppp?,,,, okke"
Pengguna Google,1,2016-12-18 17:56:26,Tai
Pengguna Google,4,2016-12-18 01:30:21,MNtap
Pengguna Google,4,2016-12-17 02:14:18,I like this! GOOD BOY
Pengguna Google,5,2016-12-16 22:20:37,Good
Pengguna Google,1,2016-12-12 20:26:21,Dangdut
Pengguna Google,4,2016-12-12 06:16:20,Join Ios Apple 5S& Android Bisa X
Pengguna Google,4,2016-12-11 22:21:28,"The music collection is lag behind spotify. When i tried for free trial, why was my credit card charged by 10k Rupiah?"
Pengguna Google,5,2016-12-11 19:36:30,Why a credit card ? Like what if no one will download this app
Pengguna Google,3,2016-12-10 15:38:07,Lumayanlah walau gak sebagus di ios -///
Pengguna Google,5,2016-12-09 19:32:10,Itnew
Pengguna Google,5,2016-12-09 18:51:14,Gratis thank you
Pengguna Google,2,2016-12-08 22:26:24,"Saran, bayar nya bisa pake pulsa dong please"
Pengguna Google,5,2016-12-08 20:15:40,Bagus
Pengguna Google,1,2016-12-08 01:15:52,"Gk mutu ,gk bisa ndowload. Ribet banget."
Pengguna Google,1,2016-12-07 19:53:28,Knp ni????
Pengguna Google,4,2016-12-06 12:58:31,"Aplikasi ini memang punya apple! Jika kalian tidak punya kredit kalian gak bisa menikmatinya, bahkan bayar pakai pulsa tidak bisa. Kalian hanya bisa bayar lewat jalan alternatif yaitu pakai iTunes Gift Card. Harga termurah 100Rb. Bisa di beli di toko online. Saya hanya menyarankan"
Pengguna Google,2,2016-12-06 07:07:49,Lebih baik pembayaran tidak hanya menggunakan kartu kredit saja
Pengguna Google,3,2016-12-05 10:20:13,Saran says kalau visa bayarnya gak husah pakai ykartu credit doing soalnya belum punya kartu kredit kalu visa bayarnya pakai via pulsa aja
Pengguna Google,5,2016-12-05 02:54:43,Keren... Buat ngisi waktu kosong...
Pengguna Google,5,2016-12-04 22:38:48,Like
Pengguna Google,1,2016-12-04 21:28:32,Mending S****** super praktis.
Pengguna Google,3,2016-12-04 14:13:00,I think you need to provide another payment method beside of credit card. In indonesia just few people that using credit card. So it will be hard for apple music to spread their name in here
Pengguna Google,5,2016-12-04 13:49:27,Ok
Pengguna Google,3,2016-12-04 09:44:37,Next must be better
Pengguna Google,5,2016-12-03 06:48:55,Good job.
Pengguna Google,2,2016-12-02 21:23:21,"Saran ya, sebaiknya gausah dipaksa ngasih kartu kredit, karna semua orang belum tentu punya. Tolong diganti dong"
Pengguna Google,5,2016-11-27 13:30:21,Dengan app ini saya memang bisa dengar lagu free
Pengguna Google,1,2016-11-27 05:14:20,Deskripsi
Pengguna Google,3,2016-11-27 01:43:20,Pembayaran Pakai pulsa please ribet ga ada kartu kredit
Pengguna Google,5,2016-11-26 20:01:41,Lengkap semuanya
Pengguna Google,1,2016-11-26 19:27:13,Not free at all
Pengguna Google,2,2016-11-26 11:12:01,Bru maw xoba ..jdi 2 bntg dulu
Pengguna Google,1,2016-11-26 03:25:27,Cobq
Pengguna Google,5,2016-11-24 14:47:19,Peok
Pengguna Google,1,2016-11-24 01:20:09,Culun banget sih
Pengguna Google,3,2016-11-23 15:56:21,Android bisa
Pengguna Google,5,2016-11-23 10:08:44,Mantap
Pengguna Google,1,2016-11-22 18:57:59,Jelek Amat
Pengguna Google,3,2016-11-22 17:59:59,Kok gabisa dibuka yak? Tolong sarannya
Pengguna Google,3,2016-11-22 16:39:41,Coba dulu
Pengguna Google,5,2016-11-22 08:35:38,Bagus
Pengguna Google,3,2016-11-21 18:58:03,Boleh juga sihh app nya😐tapi semua laguny lengkapi ya biar the best😄suka sih app nya😀nanti ditambahin lagi dehh bintang nya😊
Pengguna Google,2,2016-11-20 20:25:53,Mendingan soundcloud                                                             ini buat yg punya ioS ama dompet tebel
Pengguna Google,1,2016-11-20 17:14:55,Tai sekebon
Pengguna Google,5,2016-11-20 13:22:47,Mantap
Pengguna Google,1,2016-11-20 09:15:08,Please tell me why i cant get 3 month trial. I have an itunes gift card. I want to use it to get 3 month trial. It was error after i agree the temr condition
Pengguna Google,3,2016-11-20 01:56:57,Senandung
Pengguna Google,5,2016-11-19 16:07:10,mendengar musik
Pengguna Google,3,2016-11-19 15:38:04,BELOM TAU YA SOALNYA AKU BARU MAU DOWNLOAD
Pengguna Google,5,2016-11-19 09:20:35,i love it
Pengguna Google,4,2016-11-19 06:15:03,The best Music Ever...
Pengguna Google,3,2016-11-19 03:19:08,Cuma bisa pake 3 bulan ya????
Pengguna Google,1,2016-11-17 08:07:50,Coba2 z dulu 😂😂😂
Pengguna Google,1,2016-11-17 00:32:50,Jelek
Pengguna Google,5,2016-11-16 20:27:31,"Sekedar saran, pembayaran pake pulsa juga dong, karna gak semua orang punya kartu kredit"
Pengguna Google,5,2016-11-15 06:31:25,WAR AS THE HANKS OUT
Pengguna Google,5,2016-11-13 18:38:23,Joz
Pengguna Google,5,2016-11-13 15:04:19,APLIKASI TLETHONG😠😬
Pengguna Google,5,2016-11-13 03:43:44,Application suport
Pengguna Google,5,2016-11-11 15:33:49,I like it music
Pengguna Google,5,2016-11-10 18:56:43,Good
Pengguna Google,1,2016-11-10 17:07:19,RATE THIS APP
Pengguna Google,5,2016-11-10 14:57:17,mazbrowlazkar
Pengguna Google,5,2016-11-10 08:10:12,Se.
Pengguna Google,3,2016-11-10 04:26:18,Saran sih kalau bisa bayarnya available pakai pulsa soalnya ga semua orang punya kredit card
Pengguna Google,5,2016-11-09 22:42:28,Thak you
Pengguna Google,5,2016-11-09 20:10:29,Asik skali
Pengguna Google,1,2016-11-08 02:24:10,Its not working smoothly on android device !! Its really bad!! Please. Fix it
Pengguna Google,1,2016-11-06 13:50:26,Pembodohan Massal
Pengguna Google,5,2016-11-05 17:04:25,bagus dan keren
Pengguna Google,5,2016-11-05 16:48:39,Jelek banget sihhhh
Pengguna Google,1,2016-11-05 13:19:57,Bayar untuk aplikasi yg tidak terlalu bagus
Pengguna Google,1,2016-11-04 21:48:17,Tai
Pengguna Google,5,2016-11-04 01:54:28,TANGERANG BLOKK
Pengguna Google,1,2016-10-30 14:31:21,Thiigh
Pengguna Google,5,2016-10-28 22:48:26,Siip
Pengguna Google,1,2016-10-26 22:02:04,Aplikasi iPhone aplikasi termatre di dunia
Pengguna Google,3,2016-10-26 20:50:01,Smentra aq ksh 3 dl deh
Pengguna Google,4,2016-10-26 18:44:36,Pokoknya jooooos
Pengguna Google,2,2016-10-26 00:46:20,Dulu lah
Pengguna Google,5,2016-10-25 14:29:09,"Yang komen bayar mah gak tau pakenya. Udah tau produk apple, didownload pas tau dibayar ngomel dasar katro.."
Pengguna Google,1,2016-10-21 15:48:03,Masa Harus Pake KartubKresit Apple itu jelek
Pengguna Google,3,2016-10-20 22:39:36,Wajar lah harus pakai id apple.. Ini kan apl untuk apple
Pengguna Google,5,2016-10-20 04:42:40,Matap
Pengguna Google,5,2016-10-19 16:37:31,Hello Kitty
Pengguna Google,2,2016-10-19 08:37:47,Harus punya kartu kredit coba bisa dengerin lagu dari memori perangkat
Pengguna Google,5,2016-10-18 08:19:13,This is  a smooth and touchable song..
Pengguna Google,3,2016-10-16 21:27:29,Nih perbulan harus bayar?
Pengguna Google,5,2016-10-16 15:07:42,Bagus appnya. Harganya juga udh tergolong murah cuman 70ribu sebulan udh bisa dengerin lagu apa aja.
Pengguna Google,1,2016-10-14 18:29:31,Can't open
Pengguna Google,5,2016-10-14 11:46:51,Yu
Pengguna Google,3,2016-10-14 11:41:49,I like apple music store better
Pengguna Google,1,2016-10-13 12:40:07,Rusaaakkk
Pengguna Google,4,2016-10-13 10:15:47,Ada music yg di cari tp Kok gak bisa di download???
Pengguna Google,5,2016-10-12 14:38:40,yg penting ada kaitannya sama jimin oppa ku
Pengguna Google,1,2016-10-12 11:50:26,Taekkk gak dibuka
Pengguna Google,5,2016-10-12 11:17:34,I ilke
Pengguna Google,1,2016-10-11 20:16:02,Ini khusus untuk apple apa gk  apa bebas ?
Pengguna Google,3,2016-10-11 18:44:06,Klo Bagus tar di tambah lagih.
Pengguna Google,3,2016-10-11 16:43:29,Kalo bagus nanti kasih 5 bintang
Pengguna Google,5,2016-10-11 15:25:22,Bagi Yg Anggap ini jelek Berarti Hp nya murahan
Pengguna Google,5,2016-10-11 04:08:07,Dek
Pengguna Google,2,2016-10-10 21:44:04,Mnta emailnya
Pengguna Google,1,2016-10-10 20:26:36,"Huft,so bad"
Pengguna Google,1,2016-10-08 11:19:32,noob
Pengguna Google,5,2016-10-08 10:46:57,Good
Pengguna Google,5,2016-10-08 08:35:06,Good
Pengguna Google,1,2016-10-07 12:45:30,Mau duit user android kan Apple?
Pengguna Google,5,2016-10-06 19:52:30,Great music app
Pengguna Google,5,2016-10-06 08:45:16,Keren Bingitzz... xixixixi
Pengguna Google,5,2016-10-06 05:39:15,"Ckp bagus, wlpn tdk sebagus di handset apple"
Pengguna Google,3,2016-10-05 19:56:36,Lumayan sih l
Pengguna Google,5,2016-10-05 10:39:02,Aplikasi ini harus menggunakan appleid jadi kalian buka google dulu kalo mau sign up appleid kalian kalau udh buat id baru deh bisa masuk😊 keren kok
Pengguna Google,5,2016-10-05 09:49:18,Cakeppp
Pengguna Google,3,2016-10-05 03:26:17,Kita coba app ini
Pengguna Google,1,2016-10-04 11:58:33,Buruknya harus daftar dengan kartu kredit terus gimana sama kita yang anak sekolah dan gk punya kartu begituan percuma dong
Pengguna Google,5,2016-10-01 11:28:44,Keluarga jauh dan dekat
Pengguna Google,1,2016-10-01 11:22:43,Coba dulu
Pengguna Google,1,2016-10-01 07:22:53,Jangan di downlod.
Pengguna Google,1,2016-09-30 15:22:37,Aplikasi anjing
Pengguna Google,2,2016-09-30 14:30:26,Dikit dikit minta bayar
Pengguna Google,1,2016-09-29 22:15:11,"Parah ga bsa, gmna sih sudah masuk id harus minta credit card menyebalkan jangan didownload guys......."
Pengguna Google,4,2016-09-29 15:07:07,Dahsyat
Pengguna Google,4,2016-09-29 12:35:35,I like it
Pengguna Google,1,2016-09-29 01:15:12,GA BISA SIGN IN
Pengguna Google,1,2016-09-28 21:05:07,Ini itu app buat iphon doang
Pengguna Google,5,2016-09-28 18:51:13,Ee yg ngga bisa di buka ngaca hp lu pada gembel
Pengguna Google,4,2016-09-28 11:59:20,bagi kalian yng gk bisa.. Harus memakai ID apple nya..
Pengguna Google,1,2016-09-28 09:09:54,"apps macam apa ini !!!baru di download udah selesai di bukak ada tlisan sayangnya,telah berhenti !!!!"
Pengguna Google,3,2016-09-27 14:32:13,Memori 70an
Pengguna Google,5,2016-09-26 15:17:21,Gak ada downloadnya? Huh dasar.
Pengguna Google,3,2016-09-26 02:57:12,Ini sbnernya error pas dbuka app nya .Maybe ini shrusnya khusus apple. Bukan khusus android. Klo iTunes di Android biasanya error.
Pengguna Google,5,2016-09-25 08:24:07,Sip banget
Pengguna Google,2,2016-09-23 21:09:19,Sangat baik
Pengguna Google,5,2016-09-23 19:43:21,Mo tes  dulu..
Pengguna Google,5,2016-09-22 17:26:44,"cara menampilkan BBM status music nya gimana ya, audah di on tetep ga tampil sbg status"
Pengguna Google,1,2016-09-22 16:34:21,Get blank screen and fail to sign in..
Pengguna Google,5,2016-09-22 16:25:07,Good apps for music
Pengguna Google,3,2016-09-19 22:08:27,Mudah2an bagus . nti di kasih bintang lagi
Pengguna Google,2,2016-09-19 20:48:29,ribet
Pengguna Google,1,2016-09-19 15:41:37,Hard to sign in!
Pengguna Google,1,2016-09-19 15:22:10,Yah bosen banget biasa aja jelek ngabisin kuota lagi downloadnya lama
Pengguna Google,5,2016-09-18 21:03:08,tumbiho
Pengguna Google,5,2016-09-18 14:11:57,Saya suka saya suka
Pengguna Google,5,2016-09-18 12:37:57,Ini aplks yg sngt bagus...                     saya puas mendengarkan musick...
Pengguna Google,4,2016-09-18 02:06:13,Q coba dulu nanti kalau bagus q tambahi bintang nya
Pengguna Google,3,2016-09-17 15:40:24,Boleh lah...
Pengguna Google,5,2016-09-16 23:53:24,Iwan fals feat geisha
Pengguna Google,5,2016-09-16 20:38:52,sip ok
Pengguna Google,1,2016-09-16 15:51:25,Bagusan spotify
Pengguna Google,4,2016-09-15 20:42:07,klo bagus ntar bintangx d tmbh..
Pengguna Google,2,2016-09-15 17:21:49,Berbayar
Pengguna Google,5,2016-09-15 16:07:49,From iPhone 6s plus to Samsung Note 7
Pengguna Google,5,2016-09-15 14:29:59,top matkotop
Pengguna Google,4,2016-09-14 07:41:39,Njiir.. mesti konek sama apple id 😥
Pengguna Google,5,2016-09-14 01:30:42,Agar gx kecewa
Pengguna Google,5,2016-09-13 22:12:28,Be heavy
Pengguna Google,2,2016-09-13 18:36:01,Gimana Cara Bayarnya?
Pengguna Google,5,2016-09-13 09:56:30,Keren
Pengguna Google,1,2016-09-13 06:33:49,Perfect
Pengguna Google,5,2016-09-12 13:41:33,Like
Pengguna Google,2,2016-09-12 00:42:53,Only for ipone6
Pengguna Google,1,2016-09-11 21:18:45,Aplikasi paling ribet sedunia. 100% menyesal telah download. Pantas rating jelek. F**k
Pengguna Google,5,2016-09-11 20:35:21,lagu lagu india
Pengguna Google,1,2016-09-11 12:39:16,Klo cocok lgsg ksh 5bintang
Pengguna Google,5,2016-09-11 04:43:59,Matab
Pengguna Google,3,2016-09-11 01:51:43,Siiiip
Pengguna Google,5,2016-09-10 17:51:31,Gue sampe bela belain bikin 'Kartu Kredit' buat langganan Apple Music ha-ha-ha . Mantap sekali untuk penikmat musik kaya gue
Pengguna Google,5,2016-09-10 10:09:46,"Salak, Rambutan, Bengkoang, Durian,"
Pengguna Google,5,2016-09-09 02:42:42,Great...
Pengguna Google,1,2016-09-08 15:29:40,Hapus aja aplikasinya... Streaming aja bayar... Hahaha...
Pengguna Google,3,2016-09-08 09:44:13,Mantab
Pengguna Google,5,2016-09-08 01:01:26,Terimakasih android
Pengguna Google,1,2016-09-07 18:16:11,Karena bayar Uninstal deh..
Pengguna Google,1,2016-09-07 12:56:37,Susah sign in
Pengguna Google,1,2016-09-06 17:35:44,tolong perbaiki di Asus Zenfone 5. force close terus (gak bisa dibuka)
Pengguna Google,1,2016-09-06 16:42:58,Cuma memikirkan keuntungan  tapi tidak ada kemudahan. Dipersulit tapi kualitas buruk
Pengguna Google,3,2016-09-06 16:23:59,Gimana ya cara buat ID apple nya?  Bantu jawab dong
Pengguna Google,5,2016-09-06 13:13:28,tingkatkan
Pengguna Google,2,2016-09-05 23:54:52,Bagussssssssss ()-()
Pengguna Google,5,2016-09-04 21:19:05,Sukses Download and played @ Zenfone 2 ZE550ML 16Gb/2Gb
Pengguna Google,3,2016-09-03 20:41:36,Bagus juga
Pengguna Google,1,2016-09-02 23:09:49,Satu lh nanti tanbh lgich
Pengguna Google,3,2016-09-02 23:09:19,Coba duly klw bagus ntar tambah bintang nyA
Pengguna Google,3,2016-09-02 21:00:14,klo bagus tk tambahin lgi bintang nya oke.....!!!!
Pengguna Google,4,2016-09-01 19:56:57,Lumayan.
Pengguna Google,5,2016-09-01 18:10:02,Good
Pengguna Google,4,2016-08-30 12:11:09,Buting lu
Pengguna Google,5,2016-08-30 02:14:05,Mantap
Pengguna Google,5,2016-08-29 19:21:28,Good
Pengguna Google,5,2016-08-29 15:51:56,😱
Pengguna Google,4,2016-08-29 13:52:39,Sip
Pengguna Google,5,2016-08-29 11:42:12,Tingkatkan
Pengguna Google,1,2016-08-29 05:53:11,Kenapa harus credit card? 🤔🤔🤔🤔🤔😤
Pengguna Google,5,2016-08-29 01:27:18,Ok
Pengguna Google,5,2016-08-28 23:46:23,Lirik
Pengguna Google,1,2016-08-27 17:04:29,BAD
Pengguna Google,5,2016-08-25 17:03:38,seru sekali keren amzing
Pengguna Google,4,2016-08-25 13:11:27,Waw seru banget
Pengguna Google,1,2016-08-25 11:17:46,Mantap
Pengguna Google,5,2016-08-24 23:22:39,Download cuma buat denger lagu idola secara legal
Pengguna Google,4,2016-08-24 14:12:11,klo bagus di tambahin
Pengguna Google,4,2016-08-24 10:12:25,Ini sebuah kesukaan
Pengguna Google,2,2016-08-24 05:51:18,Suka keluar terus tolong diperbaiki
Pengguna Google,5,2016-08-23 21:30:49,mantap
Pengguna Google,5,2016-08-23 08:17:50,Uat apple yg msewartu koimi di As
Pengguna Google,5,2016-08-22 14:25:22,Good
Pengguna Google,5,2016-08-22 03:21:18,GOOD OVER ALL.
Pengguna Google,1,2016-08-21 07:38:16,1 dulu kalau bagus aku tambah
Pengguna Google,5,2016-08-20 20:32:55,Semoga bagus ya!
Pengguna Google,4,2016-08-20 14:53:30,"Boom,bagus coeg rasanya bisa Denger asliii"
Pengguna Google,3,2016-08-20 08:16:57,Kalo di android mesti pake credit card yah?
Pengguna Google,5,2016-08-19 17:15:24,suka
Pengguna Google,5,2016-08-19 13:48:52,Gua suka
Pengguna Google,5,2016-08-19 12:12:50,Bes tau.....
Pengguna Google,3,2016-08-18 15:18:24,Bagus lumayan
Pengguna Google,5,2016-08-18 15:13:03,Bagus membantu pikiran
Pengguna Google,5,2016-08-18 13:33:40,Keren
Pengguna Google,5,2016-08-18 06:24:03,Yes
Pengguna Google,5,2016-08-18 01:49:26,Sip
Pengguna Google,5,2016-08-18 01:41:33,baru buka tp klihatan berkualitas
Pengguna Google,5,2016-08-18 00:51:38,Nomao
Pengguna Google,5,2016-08-17 15:41:01,Branden bruce
Pengguna Google,3,2016-08-17 14:37:28,3 dulu bintangnya ya nanti kalo bagus baru tambahin
Pengguna Google,4,2016-08-17 00:38:05,"Sebenarnya sudah cukup bagus. Krn pemain lama directory music nya juga cukup lengkap. Tp sepertinya Apple perlu belajar gaya berbelanja org Indonesia jg deh, kalau pembayaran pakai kartu kredit, org Indonesia jrg yg pegang lbh baik pakai transfer ATM atau transaksi online spt aplikasi streaming lain, bs juga kerjasama dengan minimarket. Pendaftarannya juga agak susah ya. Harus dipancing dlu. Hahahaha"
Pengguna Google,4,2016-08-16 12:15:17,Coba dulu
Pengguna Google,5,2016-08-16 01:39:11,👍
Pengguna Google,4,2016-08-15 21:03:04,Nyoba...
Pengguna Google,4,2016-08-15 08:50:44,Thanks for apple.inc
Pengguna Google,5,2016-08-14 17:11:44,Saya sangat suka.
Pengguna Google,5,2016-08-14 16:19:29,Nilai positif mengatasi ke jenuhan
Pengguna Google,5,2016-08-14 12:30:09,Boleh jg nich aplikasinya
Pengguna Google,5,2016-08-14 10:53:30,For download aplikasion
Pengguna Google,3,2016-08-14 10:53:16,Harus Registrasi dulu
Pengguna Google,4,2016-08-14 01:37:04,amazing
Pengguna Google,5,2016-08-14 01:30:28,Good :)
Pengguna Google,5,2016-08-13 18:16:38,Good job
Pengguna Google,4,2016-08-13 00:07:14,Tingkatkan terus
Pengguna Google,4,2016-08-12 12:42:44,Tingkatkan lagi
Pengguna Google,5,2016-08-12 12:40:11,Udah bagus teruskan
Pengguna Google,1,2016-08-12 09:57:40,Setiap mau masuk selalu aplikasi telah berhenti
Pengguna Google,4,2016-08-11 15:50:23,Kalo bagus d tambahin
Pengguna Google,5,2016-08-10 19:17:18,Baguss sekaliiiiiiiiiiim
Pengguna Google,5,2016-08-10 15:19:24,Sampurasun
Pengguna Google,1,2016-08-09 20:38:24,Up jelek bgt
Pengguna Google,5,2016-08-09 15:07:57,Service
Pengguna Google,1,2016-08-08 22:42:28,Tidak niat baik memberikan lagu
Pengguna Google,1,2016-08-07 23:05:07,Harus registrasi pake apple ID
Pengguna Google,5,2016-08-07 19:03:24,Yang mau download lagu gratisan (bajakan) mending gak usah download
Pengguna Google,1,2016-08-07 16:38:57,Bayar jangan donlod
Pengguna Google,5,2016-08-07 09:00:50,bagus
Pengguna Google,5,2016-08-06 20:31:26,"Good apps , thanks apple"
Pengguna Google,5,2016-08-06 18:12:00,Paass Banget
